product_name,product_description,ingredients,allergies,more,full_name_product,calories,proteins_g,carbohydrates_g,sugars_g,sugar_teaspoons,fats_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,calcium_mg,brand_name
דנונה בזוקה - יוגורט בטעם מסטיק עם אורז תפוח מצופה שוקולד לבן - 4.3% שומן,ערך תזונתי של דנונה בזוקה - יוגורט בטעם מסטיק עם אורז תפוח מצופה שוקולד לבן - 4.3% שומן,"יוגורט: חלב מפוסטר, מים, רכיבי חלב, סוכר, מייצב (לוקוסט-בין גאם), חומרי טעם וריח, סיבים תזונתיים, רכז גזר שחור, רכז לימון. בתוספת חיידק פרוביוטי Bifidus. תוסף (10.4%) : שוקולד לבן (7.8%), אורז תפוח (2.5%) (אורז, סוכר, מלח), מים, מייצב (אקציה גאם), סירופ גלוקוזה.","ללא גלוטן. מכיל: חלב. עלול להכיל: בוטנים, אגוזים (שקד, לוז, קשיו, מלך, פיסטוק, פקאן), ביצים, סויה, שומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","דנונה בזוקה - יוגורט בטעם מסטיק עם אורז תפוח מצופה שוקולד לבן - 4.3% שומן, שטראוס עלית",107.0,4.3,11.9,9.8,2.5,4.3,2.7,0.5,6.1,51.0,107.0,שטראוס עלית
דלישס - אורז קארי ירוק חריף עם טופו וירקות ברוטב קארי ירוק וקרם קוקוס,"תבשיל אורז, ירקות (27%) וטופו ברוטב קארי ירוק, קפוא","אורז מבושל 43.7% (מים, אורז, שמן קנולה, מלח), קרם קוקוס 17.4%, פטריות שמפיניון 9.6%, בצל סגול, טופו 6.8% [מים, פולי סויה, מגביר חוזק (קלציום כלוריד) ], פלפל ירוק, אפונה, מנגולד, שמן קנולה, מים, סוכרים, כוסברה, תבלינים, בזיליקום, בצל ירוק, פלפל ירוק חריף 0.7%, שום, מלח, מיץ לימון, ג`ינג`ר, עמילן תירס, פטרוזיליה, גלנגל, למון גראס, דקסטרוזה, גרידת לימון, מווסת חומציות (חומצת לימון).","מכיל: סויה. עלול להכיל: שומשום, ביצים, בוטנים, (חיטה, שעורה, כוסמין, שיבולת שועל, שיפון) - גלוטן, אגוזים (לוז, שקד, קשיו, מלך, צנובר, ערמונים, מקדמיה, ברזיל, פקאן, פיסטוק), דגים.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","דלישס - אורז קארי ירוק חריף עם טופו וירקות ברוטב קארי ירוק וקרם קוקוס, שטראוס עלית",144.0,3.6,15.9,2.0,0.5,7.0,3.0,0.5,0.0,394.0,,שטראוס עלית
מאסטר שף - אטריות אורז דקות ורמיצ`לי,ערך תזונתי של מאסטר שף - אטריות אורז דקות ורמיצ`לי,"אורז לבן (90%), מים.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","מאסטר שף - אטריות אורז דקות ורמיצ`לי, ש. שסטוביץ בע""מ",363.0,6.3,84.0,0.0,,0.0,,,,14.0,,"ש. שסטוביץ בע""מ"
מאסטר שף - אטריות אורז רחבות,ערך תזונתי של מאסטר שף - אטריות אורז רחבות,"קמח אורז (90%), מים.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","מאסטר שף - אטריות אורז רחבות, ש. שסטוביץ בע""מ",349.0,4.5,80.6,0.0,0.0,0.9,,,,25.0,,"ש. שסטוביץ בע""מ"
Lunch To Go - אורז ועדשים עם טונה בשמן זית,ערך תזונתי של Lunch To Go - אורז ועדשים עם טונה בשמן זית,"דג טונה (24%), אורז בסמטי מבושל (אורז בסמטי, מים) (23%), מים, עדשים שחורות מבושלות (עדשים שחורות, מים) (18%), שמן זית (7%), בצל מטוגן (בצל, שמן צמחי), סוכרים, תבלינים, מלח, מיצוי שמרים, מייצב (קסנטן גאם).",מכיל: דגים. עלול להכיל: גלוטן חיטה.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","Lunch To Go - אורז ועדשים עם טונה בשמן זית, עץ הזית",190.0,11.0,17.0,1.0,,8.0,1.4,0.5,12.0,390.0,,עץ הזית
דלישס - אורז צ`אזה עם חצילים ושבבי סויה ברוטב מתקתק,"תבשיל אורז, ירקות עם רוטב מתקתק ושבבי סויה, קפוא","אורז מבושל 43% (מים, אורז, שמן קנולה, מלח), חציל מטוגן 16.7% (חציל 86%, שמן קנולה, עמילן תירס), שבבי סויה מושרים 13% (מים, סויה), בצל 9%, גזר מטוגן 7.7% (גזר, שמן קנולה), רוטב סויה [מים, פולי סויה, חיטה (גלוטן), מלח], מים, חומץ תפוחים, סילאן, כוסברה, סוכר, שמן קנולה, ג`ינג`ר, שום 0.5%, פלפל שאטה.","מכיל: סויה, חיטה - גלוטן. עלול להכיל: שומשום, ביצים, בוטנים, (שעורה, כוסמין, שיבולת שועל, שיפון) - גלוטן, אגוזים (לוז, שקד, קשיו, מלך, צנובר, ערמונים, מקדמיה, ברזיל, פקאן, פיסטוק), דגים.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","דלישס - אורז צ`אזה עם חצילים ושבבי סויה ברוטב מתקתק, שטראוס עלית",182.0,4.4,23.0,4.6,1.0,7.7,0.6,0.5,0.0,447.0,,שטראוס עלית
felicia - אטריות אורז מלא אורגניות,Spaghetti Riso Integrale BROWN RICE,קמח אורז מלא.,ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","felicia - אטריות אורז מלא אורגניות, נטורפוד בע""מ",350.0,7.5,72.0,0.5,,2.8,0.7,0.5,0.0,0.0,,"נטורפוד בע""מ"
תמי - פתיתים מקמח אורז ללא גלוטן,ערך תזונתי של תמי - פתיתים מקמח אורז ללא גלוטן,100% קמח אורז.,ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","תמי - פתיתים מקמח אורז ללא גלוטן, קמח תמי",345.0,7.4,76.0,0.5,,0.6,,,,0.0,,קמח תמי
דפי אורז יסמין שחור,ערך תזונתי של דפי אורז יסמין שחור,"קמח טפיוקה (77.23%), אורז יסמין שחור (20%), מים, מלח.",ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","דפי אורז יסמין שחור, כרם תעשיות מזון מן הטבע",230.0,0.0,56.0,0.0,,0.0,,,,290.0,,כרם תעשיות מזון מן הטבע
דפי אורז טריו,"3 סוגים באריזה אחת: קלאסי, סלק וכורכום","עם סלק: קמח טפיוקה (78.7%), אורז (13%), מים, סלק (3.5%), מלח. עם כורכום: קמח טפיוקה (78.4%), אורז (15%), כורכום (3%), מים, מלח. קלאסי: קמח טפיוקה (80.7%), אורז (16.53%), מים, מלח.",ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","דפי אורז טריו, כרם תעשיות מזון מן הטבע",330.0,0.0,74.0,0.0,,0.0,,,,372.0,,כרם תעשיות מזון מן הטבע
דפי אורז עם סלק,ערך תזונתי של דפי אורז עם סלק,"קמח טפיוקה (78.7%), אורז (13%), מים, סלק (3.5%), מלח.",ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","דפי אורז עם סלק, כרם תעשיות מזון מן הטבע",294.0,0.6,75.0,0.0,,0.0,,,,388.0,,כרם תעשיות מזון מן הטבע
צ`יפס אורז חום מלא - מלח ים,ערך תזונתי של צ`יפס אורז חום מלא - מלח ים,"אורז חום מלא 83%, שמן זית, מלח ים 0.9%.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","צ`יפס אורז חום מלא - מלח ים, EXTRA CRISPY",459.0,7.1,65.0,1.5,,17.0,2.6,0.5,0.0,392.0,,EXTRA CRISPY
צ`יפס אורז חום מלא - צ`ילי חריף,ערך תזונתי של צ`יפס אורז חום מלא - צ`ילי חריף,"אורז חום מלא 76%, שמן זית, חומרי טעם וריח, מלח, מייצב (אשלגן כלורי), תבלינים (מכיל פלפל צ`ילי חריף 1.8%), סוכר, מווסת חומציות (חומצת לימון), מלטודקסטרין, מייצב (אקציה גאם), צבע מאכל טבעי (תמצית פפריקה).",,"מכיל צבעי מאכל טבעיים בלבד. מידע נוסף: צבע מאכל טבעי (תמצית פפריקה).																		
ללא חומרים משמרים.","צ`יפס אורז חום מלא - צ`ילי חריף, EXTRA CRISPY",440.0,8.0,73.0,1.0,,12.0,1.8,0.5,0.0,389.0,,EXTRA CRISPY
Refresh ללא גלוטן - קמח אורז לבן,ערך תזונתי של Refresh ללא גלוטן - קמח אורז לבן,קמח אורז (100%).,עלול להכיל: סויה.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","Refresh ללא גלוטן - קמח אורז לבן, Natural Cakes",360.0,7.0,79.0,0.0,,1.5,0.43,0.5,,5.0,,Natural Cakes
קמח אורז מלא,ערך תזונתי של קמח אורז מלא,קמח מאורז מלא טבעי.,"עלול להכיל גלוטן (חיטה, שיפון, שיבולת שועל), אגוזים (שקד, ברזיל, קשיו, פקאן, מלך, קוקוס), סויה, שומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","קמח אורז מלא, תבואות",365.0,7.5,76.0,0.0,,2.68,0.6,0.5,0.0,7.0,,תבואות
תרסיס שמן אורז,ערך תזונתי של תרסיס שמן אורז,100% שמן אורז.,,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","תרסיס שמן אורז, כרם תעשיות מזון מן הטבע",828.0,0.0,0.0,0.0,,92.0,20.0,0.5,0.0,0.0,,כרם תעשיות מזון מן הטבע
פריכיות פתית - פריכיות אורז מצופות שוקולד חלב מעולה,ערך תזונתי של פריכיות פתית - פריכיות אורז מצופות שוקולד חלב מעולה,"שוקולד חלב מעולה (58%) (מכיל לציטין סויה), אורז חום (42%). מינימום מוצקי קקאו בשוקולד: 34%.","מכיל: חלב, סויה. עלול להכיל: אגוז קוקוס.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פריכיות פתית - פריכיות אורז מצופות שוקולד חלב מעולה, פתית",494.0,8.0,64.0,29.0,7.25,22.2,13.2,0.5,9.0,44.0,,פתית
פריכיות פתית - פריכיות אורז מצופות שוקולד חלב מעולה ושבבי קרמל מלוח,ערך תזונתי של פריכיות פתית - פריכיות אורז מצופות שוקולד חלב מעולה ושבבי קרמל מלוח,"שוקולד חלב מעולה (52%) (מכיל לציטין סויה), אורז חום (38%), קרמל מלוח (10%) (סוכר, סירופ גלוקוז, חמאה, שמנת, מלח, מתפיח (סודיום ביקרבונט)). מינימום מוצקי קקאו בשוקולד: 34%.","מכיל: חלב, סויה. עלול להכיל: אגוז קוקוס.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פריכיות פתית - פריכיות אורז מצופות שוקולד חלב מעולה ושבבי קרמל מלוח, פתית",493.0,7.3,63.6,34.9,8.75,22.7,13.6,0.5,10.0,200.0,,פתית
BARILI - פתיתים אפויים בצורת אורז ללא גלוטן,ערך תזונתי של BARILI - פתיתים אפויים בצורת אורז ללא גלוטן,"קמח אורז, עמילנים, ביצים, קמח תירס, מים, מסמיך (עמילן אציטלי), מייצבים (קסנטן גאם, קרבוקסי מתיל צלולוז), חלבון מהצומח, מלח שולחן, מווסת חומציות (חומצת לימון), מתפיח (סודיום בי קרבונט).",מכיל ביצים. עלול להכיל סויה ושומשום. ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","BARILI - פתיתים אפויים בצורת אורז ללא גלוטן, אשבל",284.0,5.4,60.5,0.6,,1.7,,,,440.0,,אשבל
ENERGY - פריכיות אורז מלא עם תפוח וקינמון,Apple Cinnamon,"אורז מלא 90.4%, רכז מיץ תפוחים 9.4%, קינמון 0.2%.","עלול להכיל: חלב, סויה, שומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","ENERGY - פריכיות אורז מלא עם תפוח וקינמון, שטראוס עלית",379.0,8.1,78.0,8.5,2.0,3.2,0.7,0.5,0.0,0.0,,שטראוס עלית
שבבי אורז,RICE FLAKES,"90% אורז, מים.",ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","שבבי אורז, טעמי אסיה בע""מ",349.0,8.0,77.0,0.0,,0.9,,,,10.0,,"טעמי אסיה בע""מ"
"מקלוני אורז 10 מ""מ","ערך תזונתי של מקלוני אורז 10 מ""מ","90% אורז, מים.",ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","מקלוני אורז 10 מ""מ, טעמי אסיה בע""מ",349.0,8.0,77.0,0.0,,0.9,,,,10.0,,"טעמי אסיה בע""מ"
מקלוני אורז דקים,RICE STICK,"89% אורז, מים.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","מקלוני אורז דקים, טעמי אסיה בע""מ",351.0,6.4,78.5,,,0.8,,,,10.0,,"טעמי אסיה בע""מ"
