product_name,product_description,ingredients,allergies,more,full_name_product,calories,proteins_g,carbohydrates_g,sugars_g,sugar_teaspoons,fats_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,calcium_mg,brand_name
מרק עגבניות עם אורז,ערך תזונתי של מרק עגבניות עם אורז,"ירקות מיובשים [עגבניות (20%), סלרי (3%), גזר (2%), בצל, כרישה, סלק, פטרוזיליה], קמח חיטה (מכיל גלוטן), סוכר, אורז (15%), מלח, שמרים, עמילן תירס, שמן צמחי, מלטודקסטרין, תבלינים, חומרי טעם וריח, עמילן תפו""א מעובד (E1450), חומצת לימון.","מכיל: גלוטן, סלרי. עלול להכיל: סויה, ביצים.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","מרק עגבניות עם אורז, קנור",54.0,1.4,10.4,,,0.7,,,,358.0,,קנור
פריכיות אורז מאורז חום מלא עם מלח,ערך תזונתי של פריכיות אורז מאורז חום מלא עם מלח,"אורז חום מלא (99.3%), מלח (0.7%).","עלול להכיל: חיטה - גלוטן, שיפון - גלוטן, סויה, בוטנים, אגוזים (לוז, קוקוס), שומשום, חרדל וסלרי.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פריכיות אורז מאורז חום מלא עם מלח, מאנה",370.0,7.8,76.5,0.0,,2.8,0.7,0.5,0.0,280.0,,מאנה
פריכיות אורז מלא ושיבולת שועל,ערך תזונתי של פריכיות אורז מלא ושיבולת שועל,"אורז מלא, שיבולת שועל, מלח.",מכיל גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פריכיות אורז מלא ושיבולת שועל, שופרסל",358.0,8.9,79.0,,,3.1,,,0.0,240.0,,שופרסל
מנצ`יס חטיפי אורז ובוטנים פיקנטיים,מנצ`יס - חטיפי אורז ובוטנים,"אורז לבן עגול (65.2%), בוטנים קלויים (בוטנים (25%), מלח), רוטב סויה [פולי סויה, חיטה (מכיל גלוטן), מים, מלח], סוכר, גלוקוזה, מלטודקסטרין, עמילן טפיוקה למאכל, אצת נורי, פפריקה, פלפל צ`ילי אדום, צבעי מאכל (E150a, E160c).","מכיל: בוטנים, חיטה - גלוטן, סויה, סולפיטים. עלול להכיל: שומשום. מכיל גלוטן.","מכיל צבעי מאכל. צבעי מאכל (E150a, E160c).																		
ללא חומרים משמרים.","מנצ`יס חטיפי אורז ובוטנים פיקנטיים, שופרסל",400.0,5.6,78.0,4.5,,7.3,1.3,,0.0,445.0,,שופרסל
קמח אורז מלא,ערך תזונתי של קמח אורז מלא,אורז מלא.,,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","קמח אורז מלא, דוכן גן שמואל",345.0,8.0,69.0,,,3.0,0.0,,0.0,60.0,,דוכן גן שמואל
קמח אורז,ערך תזונתי של קמח אורז,"אורז, מים.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","קמח אורז, מזרח ומערב",361.0,6.5,82.0,,,0.0,0.0,,0.0,5.0,,מזרח ומערב
קמח אורז,ערך תזונתי של קמח אורז,אורז.,ללא גלוטן. עלול להכיל: סויה ושומשום.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","קמח אורז, דוכן גן שמואל",352.0,7.1,78.0,0.1,,0.7,,,,5.0,,דוכן גן שמואל
פריכיות אורז בתיבול זעתר ושמן זית,ערך תזונתי של פריכיות אורז בתיבול זעתר ושמן זית,"אורז, מלח, שמן זית, שמן חמניות, זעתר, תבלינים, דקסטרוז, חומצת מאכל (חומצה לקטית), לציטין (סויה).","מיוצר במפעל המעבד חיטה, סויה ושומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פריכיות אורז בתיבול זעתר ושמן זית, לייף",415.0,6.0,80.0,,,7.9,1.8,,0.0,780.0,,לייף
לחם סובין אורז,ערך תזונתי של לחם סובין אורז,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.",,,לחם סובין אורז,243.0,8.9,43.5,4.67,1.17,4.6,0.709,,0.0,440.0,69.0,
לחם סובין אורז - קלוי,ערך תזונתי של לחם סובין אורז - קלוי,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.",,,לחם סובין אורז - קלוי,264.0,9.7,47.3,5.08,1.27,5.0,0.771,,0.0,478.0,75.0,
שמן סובין אורז,ערך תזונתי של שמן סובין אורז,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.",,,שמן סובין אורז,884.0,0.0,0.0,0.0,0.0,100.0,19.7,,0.0,0.0,,
לילה טוב - אורז חלבי,תרכובת מזון לתינוקות על בסיס חלבי ואורז,"לקטוז, תערובת שמנים צמחיים (שמני: קוקוס, דקל, סויה, תירס, לפתית), אורז אינסטנט, אבקת חלב כחוש, תרכיז חלבון מי גבינה, מינרלים (סידן לקטט, אשלגן כלוריד, טרי סודיום ציטרט, מגנזיום סולפט, סידן הידרו פוספאט, ברזל לקטט, אבץ סולפט, נחושת סולפט, מנגן סולפט, אשלגן יודיד, סלניום), מוצקי סירופ גלוקוז, LC-PUFA חומצות שומן רב בלתי רוויות מסוג DHA ו- ARA, ויטמינים: (C, E, B3 סידן פנטותנית, B2, A אצטט, B1 ניטראט, B6 הידרוכלוריד, חומצה פולית, K1, ביוטין, D3, B12), כולין, כלוריד, טאורין, אינוסיטול.",מכיל לקטוז.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","לילה טוב - אורז חלבי, מטרנה",512.0,12.0,60.0,,,25.0,10.6,,27.0,140.0,400.0,מטרנה
חטיף אורז צ`ילי מתוק,ערך תזונתי של חטיף אורז צ`ילי מתוק,"אורז, תערובת תבלינים (סוכר, עמילן טפיוקה, מחזקי טעם: דו נתרן אינוזינאט וגואנילאט, פפריקה, בטא קרוטן), סוכר, רוטב סויה, עמילן תפו""א, שמן דקלים, פקטין, אבקת פלפלת.",מכיל סויה.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","חטיף אורז צ`ילי מתוק, דנשר",403.0,5.0,90.0,11.0,,1.5,,,0.0,858.0,,דנשר
חטיף אורז מתוק אורגינלי,ערך תזונתי של חטיף אורז מתוק אורגינלי,"אורז, שמן דקלים, סוכר, עמילן תפו""א, מלח, פקטין, מחזקי טעם: דו נתרן אינוזינאט וגואנילט.",עלול להכיל שאריות סויה.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","חטיף אורז מתוק אורגינלי, דנשר",480.0,6.0,72.0,11.0,,19.0,,,0.0,223.0,,דנשר
קרקר אורז עם שומשום,ערך תזונתי של קרקר אורז עם שומשום,"אורז, שומשום, עמילן תפו""א, שמן דקלים, מלטודקסטרין, מלח, סוכר, חומרי טעם וריח.",מכיל שומשום.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","קרקר אורז עם שומשום, דנשר",398.0,9.0,82.0,0.5,,4.0,,,0.0,843.0,,דנשר
קרקר אורז אורגינלי,ערך תזונתי של קרקר אורז אורגינלי,"אורז, עמילן תפו""א, שמן דקלים, מלטודקסטרין, מלח, סוכר, חומרי טעם וריח.",עשוי להכיל שומשום.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","קרקר אורז אורגינלי, דנשר",396.0,9.0,85.5,0.5,,2.0,,,0.0,840.0,,דנשר
קרקר אורז עם בצל,ערך תזונתי של קרקר אורז עם בצל,"אורז, עמילן תפו""א, אבקת בצל, שמן דקלים, מלח, מלטודקסטרין, פלפל לבן, חומרי טעם וריח.",עשוי להכיל שומשום.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","קרקר אורז עם בצל, דנשר",404.0,8.0,84.0,0.0,,4.0,,,0.0,437.0,,דנשר
דפי אורז למילוי,ערך תזונתי של דפי אורז למילוי,"קמח אורז לבן, מים, מלח.",ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","דפי אורז למילוי, מזרח ומערב",156.0,0.0,18.0,,,0.0,,,,550.0,,מזרח ומערב
Rizi - שמן אורז,ערך תזונתי של Rizi - שמן אורז,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.",,,"Rizi - שמן אורז, אוריינטל פוד",802.0,0.0,0.0,,,89.0,19.0,,0.0,0.0,,אוריינטל פוד
ירח מתוק - מעדן חלב עם אורז 3% שומן,Rice Pudding,"חלב (80%), סוכר, אורז (7.7%), עמילן מעובד (E-1422), חלמון ביצה מפוסטר (ביצים), חומרי טעם וריח, מייצב (קרגינן).","חלב, ביצים. עלול להכיל: גלוטן (חיטה, שעורה, שיבולת שועל), בוטנים, אגוזים (פיסטוק, שקדים, קוקוס).","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","ירח מתוק - מעדן חלב עם אורז 3% שומן, מחלבות גד",126.0,3.2,21.6,13.5,3.25,3.0,1.8,0.5,14.0,32.0,99.0,מחלבות גד
MASUMASU - חומץ אורז,ערך תזונתי של MASUMASU - חומץ אורז,"מים, אורז, יין אורז.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","MASUMASU - חומץ אורז, אלסקה",10.0,1.0,1.0,,,0.0,,,0.0,38.0,,אלסקה
קמח אורז מלא,ערך תזונתי של קמח אורז מלא,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.",,,"קמח אורז מלא, Natural Cakes",345.0,7.94,69.0,,,3.0,0.0,,0.0,7.0,,Natural Cakes
Heaven&Health - קמח אורז לבן ללא חיטה,ערך תזונתי של Heaven&Health - קמח אורז לבן ללא חיטה,100% קמח אורז לבן.,,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","Heaven&Health - קמח אורז לבן ללא חיטה, Natural Cakes",363.0,6.7,80.8,,,0.7,0.0,,0.0,3.0,,Natural Cakes
פתיתים אפויים בצורת אורז,ערך תזונתי של פתיתים אפויים בצורת אורז,"עמילנים (טפיוקה, תפוח אדמה), סיבים תזונתיים (צלולוזה, קסנטן), גליצרין, מייצבים צמחיים.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פתיתים אפויים בצורת אורז, Natural Cakes",273.0,2.0,69.0,,,1.0,0.0,,0.0,70.0,,Natural Cakes
מקלוני אורז מסולסלים ללא גלוטן,ערך תזונתי של מקלוני אורז מסולסלים ללא גלוטן,קמח אורז.,,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","מקלוני אורז מסולסלים ללא גלוטן, אסם",356.0,6.8,80.0,,,1.0,,,0.0,12.0,,אסם
אטריות אורז שטוחות ללא גלוטן,ערך תזונתי של אטריות אורז שטוחות ללא גלוטן,קמח אורז.,,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","אטריות אורז שטוחות ללא גלוטן, אסם",356.0,6.8,80.0,,,1.0,,,0.0,12.0,,אסם
פיצפולייט - אורז תפוח,ערך תזונתי של פיצפולייט - אורז תפוח,"אורז, חומר מתחלב (E-471).",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פיצפולייט - אורז תפוח, עדין בע""מ",380.0,7.2,85.0,,,1.0,0.0,,0.0,,,"עדין בע""מ"
RICE DREAM - משקה על בסיס אורז בטעם שוקו,משקה על בסיס אורז בטעם שוקולד,"מים, אורז (8.8%), סוכר קנים, שמן חמניות, קקאו (0.9%), קלציום פוספט, חומרי טעם טבעיים, מסמיכים: גואר גאם, קסנטן גאם, מלח ים.",עשוי להכיל שאריות סויה. מיוצר בסביבה נטולת בוטנים.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","RICE DREAM - משקה על בסיס אורז בטעם שוקו, ש. שסטוביץ בע""מ",60.0,0.3,12.5,10.0,,0.9,0.1,,0.0,40.0,120.0,"ש. שסטוביץ בע""מ"
RICE DREAM - משקה על בסיס אורז בטעם וניל אורגני,ערך תזונתי של RICE DREAM - משקה על בסיס אורז בטעם וניל אורגני,"מים, אורז (15.4%) (מגידולים אורגניים), שמן חמניות (מגידולים אורגניים), חומר טעם טבעי וניל (0.1%) (מגידולים אורגניים), מלח ים.",עשוי להכיל עקבות של סויה. מיוצר בסביבה נטולת בוטנים.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","RICE DREAM - משקה על בסיס אורז בטעם וניל אורגני, ש. שסטוביץ בע""מ",50.0,0.1,10.3,4.6,,1.0,0.1,,0.0,50.0,,"ש. שסטוביץ בע""מ"
בייביביס - חטיף אורז אפוי לתינוקות בטעם טבעי,חטיפים על בסיס אורז,"אורז (72%), עמילן תפוח אדמה, סוכר, מלח.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","בייביביס - חטיף אורז אפוי לתינוקות בטעם טבעי, דנשר",399.0,5.2,93.0,12.8,,0.7,0.3,,,290.0,,דנשר
פתיתים אפויים - אורז עם אטריות,ערך תזונתי של פתיתים אפויים - אורז עם אטריות,"פתיתים אפויים [קמח חיטה (מכיל גלוטן)], אטריות דקות (12%), חומר מעכב חמצון (תמצית רוזמרין).",מכיל גלוטן חיטה. עלול להכיל עקבות של ביצים וסויה.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פתיתים אפויים - אורז עם אטריות, אסם",363.0,11.7,74.5,1.9,,1.4,0.2,,,10.0,,אסם
קוקומן קוקיס - חטיף עם פצפוצי אורז ושוקולד,ערך תזונתי של קוקומן קוקיס - חטיף עם פצפוצי אורז ושוקולד,"פצפוצי אורז (24%) (אורז, סוכר, מלח, לתת (קמח תירס, לתת שעורה (מכיל גלוטן) ), תערובת ויטמינים, ברזל, מעכב חמצון (E321) ), סירופ גלוקוז, שוקולד חלב (15%), סוכר, זיגוג בטעם שוקולד (10%) (סוכר, שומן צמחי, אבקת קקאו, מתחלבים (לציטין מסויה, E492), ונילין), פרוקטוז, שומן צמחי, מים, אבקת קקאו, חומר הלחה (גליצרין), חומר גרישה (אגר), אבקת חלבון ביצה (אלבומין ביצה, שמרים, מווסת חומציות (חומצת לימון) ), חומר טעם וריח, מלח, שמן צמחי, לציטין מסויה. מכיל סולפיט. מינימום מוצקי קקאו בשוקולד 29%.","מכיל: חלב, גלוטן משעורה, ביצים, סויה, סולפיט. עלול להכיל: שומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","קוקומן קוקיס - חטיף עם פצפוצי אורז ושוקולד, תלמה",425.0,3.0,74.0,,,13.0,8.0,,5.4,220.0,,תלמה
משקה אורז אורגני,ערך תזונתי של משקה אורז אורגני,"מים, אורז אורגני, שמן חמניות אורגני, מלח-ים.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","משקה אורז אורגני, אדמה מוצרי מזון אורגניים",54.0,0.3,11.0,,,1.0,0.1,,0.0,40.0,,אדמה מוצרי מזון אורגניים
פריכיות אורז מלא וכוסמת,ערך תזונתי של פריכיות אורז מלא וכוסמת,"אורז חום מלא, כוסמת, מלח.",עשוי להכיל עקבות גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פריכיות אורז מלא וכוסמת, מגה",357.0,8.3,79.0,,,2.8,,,0.0,240.0,,מגה
תערובת לתיבול אורז עם עשבי תיבול,ערך תזונתי של תערובת לתיבול אורז עם עשבי תיבול,"בצל מטוגן: [בצל (מכיל סולפיט), שמן צמחי], מחזק טעם (מונוסודיום גלוטמט), מלח, עשבי תיבול (14%) : (פטרוזיליה, שמיר, כוסברה), כרישה מיובשת, תבלינים, קינמון (2.5%), שמן צמחי, סוכר, מלטודקסטרין, חומרי טעם וריח (מכילים סלרי), שמרים, חומצת מאכל (חומצת לימון).","מכיל: סלרי, סולפיט. עלול להכיל: גלוטן (חיטה), סויה, ביצים.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","תערובת לתיבול אורז עם עשבי תיבול, קנור",356.0,14.9,45.5,,,12.7,6.4,,,7811.0,,קנור
חטיפי אורז אקזוטיים,טעימה מ... THAILAND,"אורז (64.3%), שמן צמחי, סוכר, אבקת רוטב סויה (סויה מאפונה, מלח, חיטה, מלטודקסטרין), מלח, מלטודקסטרין, משפרי טעם (E-627, E-631), מעכב חמצון (E-319).","מכיל גלוטן וסויה. עלול להכיל בוטנים, אגוזים, שקדים ושומשום. שקית זו עלולה להכיל עקבות של מוצרים דומים.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","חטיפי אורז אקזוטיים, קולומבוס - מוצרים מעולם אחר",503.0,5.9,67.8,,,23.1,10.9,,,1185.0,,קולומבוס - מוצרים מעולם אחר
פריכוני אורז מאורז מלא בטעם טבעי,ערך תזונתי של פריכוני אורז מאורז מלא בטעם טבעי,"אורז חום מלא (99%), מלח ים.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פריכוני אורז מאורז מלא בטעם טבעי, B&D",360.0,8.2,77.0,,,2.0,,,,238.0,36.0,B&D
אטריות קונג`אק בתוספת טפיוקה בצורת אורז,ערך תזונתי של אטריות קונג`אק בתוספת טפיוקה בצורת אורז,"מים (95%), עמילן טפיוקה (2.5%), קונג`אק (2.5%) (E425), מייצב (E526).",ללא גלוטן. המוצר אינו מכיל אלרגנים.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","אטריות קונג`אק בתוספת טפיוקה בצורת אורז, סקיני פסטה",9.0,0.0,3.5,0.0,,0.0,0.0,0.0,,0.0,,סקיני פסטה
משקה אורז עם שקדים אורגני,ערך תזונתי של משקה אורז עם שקדים אורגני,"מים, אורז (14%), שקדים טחונים (1.2%), שמן חמניות, מלח ים, טעם שקדים טבעי.",ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","משקה אורז עם שקדים אורגני, נטורפוד בע""מ",63.0,0.6,10.5,,,2.0,,,,40.0,,"נטורפוד בע""מ"
green - מקלוני אורז ב- 3 צבעים מסולסלים,ערך תזונתי של green - מקלוני אורז ב- 3 צבעים מסולסלים,"אורז חום (33.3%), אורז אדום (33.3%), אורז שחור (33.3%).",ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","green - מקלוני אורז ב- 3 צבעים מסולסלים, שופרסל",362.0,7.4,81.1,0.0,,0.9,,,,7.0,,שופרסל
RICE NOODLES - אטריות אורז חום מלא,ערך תזונתי של RICE NOODLES - אטריות אורז חום מלא,"אורז חום מלא, סובין אורז, מים.",ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","RICE NOODLES - אטריות אורז חום מלא, מרשל מוצרי טבע",,7.1,76.7,0.0,,2.6,0.5,,,0.0,,מרשל מוצרי טבע
פריכיות מיני אורז בתיבול שמן זית וזעתר,ערך תזונתי של פריכיות מיני אורז בתיבול שמן זית וזעתר,"אורז (85%), שמן זית (3%), שמן קנולה, מלח, זעתר (1.75%), סוכרים, חומצת מאכל (לקטית), מיצוי תבלינים ושמנים של תבלינים, מתחלב (לציטין סויה), מיצוי רוזמרין.","מכיל סויה, עלול להכיל גלוטן ושומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פריכיות מיני אורז בתיבול שמן זית וזעתר, מגה",407.0,6.0,80.0,,,7.9,1.8,,0.0,780.0,,מגה
משקה אורז-קינואה,"QUINUA REAL - משקה ע""ב אורז וקינואה ללא גלוטן אורגני","מים, אורז אורגני (10%), קינואה אורגני (10%), שמן חמניות כבישה קרה, מלח ים.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","משקה אורז-קינואה, נוטרה זן",63.0,0.6,12.4,5.2,,1.2,,,,36.0,,נוטרה זן
פנה - פתיתים על בסיס אורז וקינואה ללא גלוטן אורגני,QUINUA REAL,"אורז אורגני 75%, קינואה אורגנית 25%.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פנה - פתיתים על בסיס אורז וקינואה ללא גלוטן אורגני, נוטרה זן",364.0,8.5,78.1,,,1.1,,,,12.0,,נוטרה זן
Milk Kiss - חטיף על בסיס אורז תפוח בטעם בננה עם ציפוי שוקולד חלב,ערך תזונתי של Milk Kiss - חטיף על בסיס אורז תפוח בטעם בננה עם ציפוי שוקולד חלב,"פתיתי אורז תפוח בטעם שוקולד 33% (אורז 33%, קמח חיטה (מכיל גלוטן), סוכר, אבקת קקאו דלת שומן 5%, סירופ גלוקוז, תמצית לתת שעורה (מכיל גלוטן), שומן צמחי (קוקוס), מלח, מתחלב (E322), חומרי טעם וריח 0.05%), שוקולד חלב 15% (סוכר, חמאת קקאו, עיסת קקאו, אבקת חלב מלא, מתחלב (E322), חומרי טעם וריח), אורז תפוח 9%, סירופ גלוקוז, סירופ גלוקוז-פרוקטוז, שמן צמחי (לפתית), סוכר חום, מלח, מתחלב (E322), חומרי טעם וריח 0.1%. מינימום מוצרי קקאו בשוקולד 53%.","מכיל גלוטן (ממקור חיטה, שעורה), סויה וחלב. עלול להכיל אגוזים ושומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","Milk Kiss - חטיף על בסיס אורז תפוח בטעם בננה עם ציפוי שוקולד חלב, שקדיה",400.0,3.9,61.8,37.1,,15.6,2.3,,3.5,200.0,,שקדיה
פצפוצי אורז מלא - אורז תפוח מאורז מלא,ערך תזונתי של פצפוצי אורז מלא - אורז תפוח מאורז מלא,"אורז חום מלא (97%), סוכר חום, מלח ים.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פצפוצי אורז מלא - אורז תפוח מאורז מלא, B&D",374.0,9.1,80.0,,,2.0,,,,162.0,,B&D
שמן סובין אורז בטעם מעודן,ערך תזונתי של שמן סובין אורז בטעם מעודן,שמן סובין אורז.,"עלול להכיל בוטנים, עלול להכיל שומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","שמן סובין אורז בטעם מעודן, טעמים",819.0,0.0,0.0,,,91.0,22.0,0.0,0.0,0.0,,טעמים
חומץ אורז לבן 5% בתוספת סוכר,ערך תזונתי של חומץ אורז לבן 5% בתוספת סוכר,"חומץ אורז 60%, סוכר 40%.",ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","חומץ אורז לבן 5% בתוספת סוכר, טעמים",187.0,10.0,1.0,,,0.0,,,0.0,0.0,,טעמים
בייביביס - חטיף אורז אפוי לתינוקות בטעם בננה,חטיפי אורז אפויים לתינוקות בטעם בננה,"אבקת אורז (73.3%), עמילן תפוח אדמה, סוכר, אבקת בננה (1.8%), מלח, חומר טעם וריח טבעי (בננה).",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","בייביביס - חטיף אורז אפוי לתינוקות בטעם בננה, דנשר",382.0,5.1,89.1,9.0,2.25,0.5,0.2,0.5,0.0,276.0,,דנשר
פריכיות אורז מאורז חום מלא,ערך תזונתי של פריכיות אורז מאורז חום מלא,"אורז מלא (99%), מלח.","ללא גלוטן. הפריכיות אינן מכילות: חיטה, שעורה, שיבולת שועל וכוסמין.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","פריכיות אורז מאורז חום מלא, B&D",370.0,8.5,79.0,,,3.0,0.9,,,280.0,,B&D
Rice - מעדן חלב ואורז עם תפוח וקינמון 1.7% שומן,ערך תזונתי של Rice - מעדן חלב ואורז עם תפוח וקינמון 1.7% שומן,"חלב (61%), מים, סוכר, תפוח (8.8%) (לאחר שחזור), אורז (7.7%), אבקת חלב, עמילן מעובד (E-1422), רכז מיץ לימון, חומרי טעם וריח, קינמון, מייצבים (פקטין, קרגינן), מווסתי חומציות (מלח לימון, חומצת לימון).",עלול להכיל אגוזים.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","Rice - מעדן חלב ואורז עם תפוח וקינמון 1.7% שומן, מולר",109.0,2.7,20.7,13.2,,1.7,,,,40.0,80.0,מולר
VITARIZ - משקה אורז עם שקדים אורגני,ערך תזונתי של VITARIZ - משקה אורז עם שקדים אורגני,"מים, אורז (14%), שקדים טחונים (1.2%), שמן חמניות, מלח ים, טעם שקדים טבעי.",ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","VITARIZ - משקה אורז עם שקדים אורגני, נטורפוד בע""מ",63.0,0.6,10.5,,,2.0,,,,40.0,,"נטורפוד בע""מ"
RISO COCCO - משקה אורז וקוקוס,ערך תזונתי של RISO COCCO - משקה אורז וקוקוס,"מים, אורז אורגני (17%), נוזל קוקוס אורגני (4%) [קוקוס אורגני 60% שווה ערך ל- 2.4% במוצר הסופי, מים, מייצב אורגני (גואר גאם) ], מלח ים, חומר טעם וריח אורגני (קוקוס).",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","RISO COCCO - משקה אורז וקוקוס, ליב אורגני",60.0,0.5,13.0,6.5,,0.8,0.6,,,32.0,,ליב אורגני
ברנפלקס ללא גלוטן - פתיתי אורז מלא וסובין תירס,ערך תזונתי של ברנפלקס ללא גלוטן - פתיתי אורז מלא וסובין תירס,"אורז מלא (59%), סובין תירס (29.5%), סוכר, פרוקטוז, מלח.","עלול להכיל אגוזי לוז, חלב, סויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","ברנפלקס ללא גלוטן - פתיתי אורז מלא וסובין תירס, תלמה",340.0,6.8,86.1,8.4,,3.1,0.9,,,148.0,,תלמה
baby RICE BITES - חטיף אורז אפוי לתינוקות,ערך תזונתי של baby RICE BITES - חטיף אורז אפוי לתינוקות,"אורז (72%), עמילן תפוח אדמה, סוכר, מלח.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","baby RICE BITES - חטיף אורז אפוי לתינוקות, שופרסל",399.0,5.2,93.0,12.8,,0.7,,,,290.0,,שופרסל
משקה קוקוס אורז,ערך תזונתי של משקה קוקוס אורז,"מים, נוזל קוקוס (5.3%) (קרם קוקוס, מים), אורז (3.3%), סידן (טרי קלציום פוספט), מייצבים (גואר גאם, ג`לאן גאם, קסנטן גאם), מלח לתעשיית המזון סוג א`, ויטמינים (D2, B12), חומרי טעם וריח.",מכיל: אגוז קוקוס. עלול להכיל: אגוזים (שקדים ואגוזי לוז).,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","משקה קוקוס אורז, Alpro",20.0,0.0,2.7,,,0.9,0.9,,,50.0,120.0,Alpro
baby RICE BITES - חטיף אורז אפוי לתינוקות בטעם בננה,ערך תזונתי של baby RICE BITES - חטיף אורז אפוי לתינוקות בטעם בננה,"אורז (70.6%), עמילן תפוח אדמה, סוכר, אבקת בננה (1.8%), מלח, חומר טעם וריח.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","baby RICE BITES - חטיף אורז אפוי לתינוקות בטעם בננה, שופרסל",399.0,5.2,92.8,12.0,,0.8,,,,273.0,,שופרסל
"דפי אורז קוטר 22x22 ס""מ","ערך תזונתי של דפי אורז קוטר 22x22 ס""מ","קמח אורז (77.5%), מים, עמילן טפיוקה למאכל, מלח מטבח.",ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","דפי אורז קוטר 22x22 ס""מ, טעמי אסיה בע""מ",348.0,3.5,83.1,4.0,1.0,0.0,,,,657.0,,"טעמי אסיה בע""מ"
ENERGY - פריכיות אורז מלא עם שוקולד חלב מעולה,ערך תזונתי של ENERGY - פריכיות אורז מלא עם שוקולד חלב מעולה,"שוקולד חלב מעולה 50%, פריכיות אורז 50% [אורז מלא 44.5%, מלח, מתחלב (לציטין סויה)]. כלל מוצקי קקאו בשוקולד חלב מעולה: 30% מינימום.","מכיל: חלב, סויה. עלול להכיל: (חיטה, שעורה) - גלוטן, בוטנים, אגוזים (שקד, לוז, קשיו, מלך, פיסטוק, פקאן, מקאדמיה, שומשום).","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","ENERGY - פריכיות אורז מלא עם שוקולד חלב מעולה, שטראוס עלית",462.0,7.4,68.0,25.0,6.25,17.2,9.8,0.5,9.4,247.0,,שטראוס עלית
דפי אורז,מאסטר שף,"קמח אורז לבן (50%), קמח טפיוקה (49.5%), מלח שולחן.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","דפי אורז, ש. שסטוביץ בע""מ",340.0,3.8,81.0,0.0,,0.0,,,,390.0,,"ש. שסטוביץ בע""מ"
